STATE, YEAR, CITY, Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total,Area (Water),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Households,Family Households,Married-Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Nonfamily Households,Male Householder,Female Householder,Renter-Occupied Housing Units,1-Person Household,2-Person Household,3-Person Household,4-Person Household,5-Person Household,6-Person Household,7-or-More Person Household,Population 25 Years and Over,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 16 Years and Over,In Labor Force,In Armed Forces,Civilian,Employed,Unemployed,Not in Labor Force,Civilian Population in Labor Force 16 Years and Over,Total Employed Civilian Population 16 Years and Over,Agriculture Forestry Fishing and Hunting and Mining,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing and Utilities,Information,Finance and Insurance and Real Estate and Rental  and Leasing,Professional Scientific and Management and    Administrative and Waste Management Services,Educational Services and Health Care and Social  Assistance,Arts Entertainment and Recreation and  Accommodation and Food Services,Other Services Except Public Administration,Public Administration,Average Household Income (In 2019 Inflation-Adjusted Dollars),Gini Index,Workers 16 Years and Over,Car Truck or Van,Drove Alone,Carpooled,Public Transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other Means,Worked At Home
California, 2015, Manteca city, 75450.0, 4254.67, 17.73, 17.76, 0.02, 37053.0, 38397.0, 50999.0, 4106.0, 240.0, 5682.0, 820.0, 7038.0, 6565.0, 23005.0, 17473.0, 13275.0, 4198.0, 1280.0, 2918.0, 5532.0, 2418.0, 3114.0, 10768.0, 2017.0, 2574.0, 1744.0, 1484.0, 1788.0, 958.0, 203.0, 47820.0, 8111.0, 16174.0, 16849.0, 4973.0, 1504.0, 120.0, 89.0, 57041.0, 34212.0, 0.0, 34212.0, 29162.0, 5050.0, 22829.0, 34212.0, 29162.0, 721.0, 2475.0, 3473.0, 1149.0, 4047.0, 2463.0, 823.0, 1274.0, 2365.0, 5721.0, 2101.0, 962.0, 1588.0, 70744.0, 0.41, null, null, null, null, null, null, null, null, null, null
California, 2015, Menifee city, 87163.0, 1875.86, 46.47, 46.61, 0.14, 42866.0, 44297.0, 58026.0, 4919.0, 742.0, 4592.0, 289.0, 12835.0, 5760.0, 28384.0, 21012.0, 16534.0, 4478.0, 1307.0, 3171.0, 7372.0, 3420.0, 3952.0, 7268.0, 1666.0, 2081.0, 1745.0, 718.0, 761.0, 225.0, 72.0, 56675.0, 8285.0, 16216.0, 22256.0, 5465.0, 3339.0, 474.0, 640.0, 66675.0, 36095.0, 518.0, 35577.0, 32889.0, 2688.0, 30580.0, 35577.0, 32889.0, 168.0, 3141.0, 3439.0, 1158.0, 4204.0, 1027.0, 196.0, 1625.0, 3064.0, 7669.0, 2977.0, 1951.0, 2270.0, 71299.0, 0.41, null, null, null, null, null, null, null, null, null, null
California, 2015, Merced city, 82440.0, 3535.71, 23.32, 23.32, 0.0, 40048.0, 42392.0, 38789.0, 4699.0, 855.0, 8554.0, 20.0, 24768.0, 4755.0, 25848.0, 18284.0, 10106.0, 8178.0, 1970.0, 6208.0, 7564.0, 3724.0, 3840.0, 15421.0, 3469.0, 3234.0, 2030.0, 2453.0, 2444.0, 1273.0, 518.0, 46493.0, 11830.0, 11458.0, 14122.0, 5244.0, 2749.0, 536.0, 554.0, 59098.0, 30544.0, 0.0, 30544.0, 25955.0, 4589.0, 28554.0, 30544.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 52689.0, 0.5, null, null, null, null, null, null, null, null, null, null
California, 2015, Milpitas city, 77617.0, 5711.02, 13.59, 13.64, 0.05, 40098.0, 37519.0, 15425.0, 2128.0, 262.0, 51283.0, 349.0, 6107.0, 2063.0, 22756.0, 18787.0, 14229.0, 4558.0, 2292.0, 2266.0, 3969.0, 2071.0, 1898.0, 8425.0, 965.0, 1995.0, 1628.0, 2811.0, 621.0, 237.0, 168.0, 53705.0, 5988.0, 8687.0, 13725.0, 16252.0, 7084.0, 653.0, 1316.0, 61902.0, 38793.0, 0.0, 38793.0, 36789.0, 2004.0, 23109.0, 38793.0, 36789.0, 163.0, 1507.0, 8117.0, 811.0, 3393.0, 1530.0, 723.0, 2169.0, 6662.0, 6620.0, 2437.0, 1559.0, 1098.0, 119895.0, 0.4, 32931.0, 29580.0, 25861.0, 3719.0, 820.0, 0.0, 215.0, 272.0, 294.0, 1750.0
California, 2015, Mission Viejo city, 97163.0, 5477.3, 17.74, 18.12, 0.38, 48849.0, 48314.0, 76857.0, 1314.0, 83.0, 10335.0, 181.0, 3505.0, 4888.0, 33575.0, 25434.0, 21413.0, 4021.0, 1452.0, 2569.0, 8141.0, 3503.0, 4638.0, 7801.0, 1933.0, 2335.0, 1554.0, 902.0, 898.0, 179.0, 0.0, 69766.0, 5121.0, 9374.0, 23556.0, 20462.0, 8392.0, 2127.0, 734.0, 81752.0, 53830.0, 50.0, 53780.0, 50754.0, 3026.0, 27922.0, 53780.0, 50754.0, 195.0, 2297.0, 7558.0, 1622.0, 4188.0, 1503.0, 974.0, 4823.0, 7165.0, 9945.0, 5304.0, 2751.0, 2429.0, 128917.0, 0.41, null, null, null, null, null, null, null, null, null, null
California, 2015, Modesto city, 211257.0, 5730.22, 36.87, 37.09, 0.23, 104852.0, 106405.0, 159183.0, 7428.0, 1721.0, 15852.0, 2287.0, 16106.0, 8680.0, 70114.0, 48320.0, 31481.0, 16839.0, 5925.0, 10914.0, 21794.0, 11254.0, 10540.0, 32163.0, 9549.0, 7594.0, 4133.0, 5689.0, 3443.0, 882.0, 873.0, 134303.0, 26449.0, 35146.0, 48139.0, 16439.0, 5187.0, 2261.0, 682.0, 163380.0, 96594.0, 0.0, 96594.0, 85112.0, 11482.0, 66786.0, 96594.0, 85112.0, 2028.0, 5088.0, 8296.0, 4539.0, 13480.0, 5320.0, 978.0, 3371.0, 7244.0, 19956.0, 7712.0, 3821.0, 3279.0, 68346.0, 0.44, 83138.0, 75732.0, 67330.0, 8402.0, 2068.0, 75.0, 165.0, 842.0, 737.0, 3519.0
California, 2015, Moreno Valley city, 204181.0, 3982.11, 51.27, 51.47, 0.2, 98584.0, 105597.0, 86265.0, 33400.0, 722.0, 9943.0, 1165.0, 67522.0, 5164.0, 52091.0, 43577.0, 29933.0, 13644.0, 4014.0, 9630.0, 8514.0, 4043.0, 4471.0, 19004.0, 3107.0, 3784.0, 3230.0, 4521.0, 2298.0, 954.0, 1110.0, 120971.0, 31435.0, 34966.0, 36468.0, 12392.0, 4361.0, 438.0, 911.0, 154519.0, 98744.0, 302.0, 98442.0, 88405.0, 10037.0, 55775.0, 98442.0, 88405.0, 753.0, 8034.0, 7301.0, 3068.0, 12423.0, 8158.0, 1171.0, 3358.0, 6750.0, 21312.0, 7589.0, 5206.0, 3282.0, 69071.0, 0.39, 86227.0, 79872.0, 64644.0, 15228.0, 1350.0, 387.0, 416.0, 781.0, 1009.0, 2412.0
California, 2015, Mountain View city, 80438.0, 6705.77, 12.0, 12.27, 0.28, 42493.0, 37945.0, 47871.0, 1258.0, 167.0, 20805.0, 135.0, 5965.0, 4237.0, 32514.0, 18313.0, 14000.0, 4313.0, 1505.0, 2808.0, 14201.0, 7454.0, 6747.0, 19303.0, 6064.0, 6652.0, 3404.0, 2015.0, 585.0, 42.0, 541.0, 55960.0, 3298.0, 7098.0, 8680.0, 15738.0, 14304.0, 2351.0, 4491.0, 64264.0, 49549.0, 0.0, 49549.0, 47947.0, 1602.0, 14715.0, 49549.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 153872.0, 0.45, 47095.0, 37397.0, 34570.0, 2827.0, 2501.0, 374.0, 3392.0, 1288.0, 534.0, 1609.0
California, 2015, Murrieta city, 109816.0, 3270.57, 33.58, 33.61, 0.04, 49363.0, 60453.0, 70564.0, 7457.0, 443.0, 12728.0, 591.0, 10229.0, 7804.0, 33068.0, 26166.0, 18694.0, 7472.0, 2202.0, 5270.0, 6902.0, 2007.0, 4895.0, 12569.0, 2480.0, 4247.0, 1544.0, 2516.0, 751.0, 672.0, 359.0, 67869.0, 5365.0, 16756.0, 26177.0, 13245.0, 4581.0, 988.0, 757.0, 84000.0, 51314.0, 243.0, 51071.0, 45239.0, 5832.0, 32686.0, 51071.0, 45239.0, 587.0, 3158.0, 3636.0, 912.0, 7395.0, 1356.0, 744.0, 1626.0, 6163.0, 9400.0, 4902.0, 2532.0, 2828.0, 89331.0, 0.41, null, null, null, null, null, null, null, null, null, null
California, 2015, Napa city, 80429.0, 4508.59, 17.84, 18.15, 0.31, 39828.0, 40601.0, 55882.0, 382.0, 1066.0, 2972.0, 106.0, 17971.0, 2050.0, 27905.0, 18510.0, 13993.0, 4517.0, 1712.0, 2805.0, 9395.0, 3615.0, 5780.0, 12784.0, 2984.0, 3305.0, 2399.0, 1619.0, 1437.0, 630.0, 410.0, 54331.0, 9740.0, 9807.0, 18457.0, 11384.0, 3335.0, 1027.0, 581.0, 63073.0, 43527.0, 0.0, 43527.0, 41837.0, 1690.0, 19546.0, 43527.0, 41837.0, 3692.0, 2490.0, 5416.0, 1553.0, 4247.0, 996.0, 337.0, 2006.0, 3482.0, 7766.0, 5693.0, 2325.0, 1834.0, 97394.0, 0.44, 40320.0, 35330.0, 31373.0, 3957.0, 858.0, 29.0, 254.0, 1688.0, 337.0, 1824.0
California, 2015, Newport Beach city, 87131.0, 3660.25, 23.8, 52.98, 29.17, 43161.0, 43970.0, 72442.0, 168.0, 286.0, 8056.0, 109.0, 3698.0, 2372.0, 36146.0, 22177.0, 18875.0, 3302.0, 785.0, 2517.0, 13969.0, 6450.0, 7519.0, 15514.0, 5985.0, 5293.0, 1591.0, 1423.0, 767.0, 250.0, 205.0, 65667.0, 1390.0, 5367.0, 16789.0, 25059.0, 10832.0, 4428.0, 1802.0, 74168.0, 43944.0, 0.0, 43944.0, 42103.0, 1841.0, 30224.0, 43944.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 192940.0, 0.53, null, null, null, null, null, null, null, null, null, null
California, 2015, Norwalk city, 107145.0, 11037.91, 9.71, 9.75, 0.04, 53125.0, 54020.0, 45320.0, 4740.0, 724.0, 15214.0, 220.0, 38461.0, 2466.0, 27139.0, 22437.0, 15363.0, 7074.0, 1821.0, 5253.0, 4702.0, 2150.0, 2552.0, 11757.0, 1923.0, 2472.0, 2085.0, 2301.0, 1744.0, 780.0, 452.0, 68995.0, 16929.0, 18863.0, 21397.0, 9109.0, 2156.0, 262.0, 279.0, 84506.0, 53655.0, 0.0, 53655.0, 50184.0, 3471.0, 30851.0, 53655.0, 50184.0, 334.0, 3167.0, 5073.0, 1991.0, 6407.0, 5170.0, 748.0, 1932.0, 5102.0, 10907.0, 3727.0, 3924.0, 1702.0, 71981.0, 0.37, null, null, null, null, null, null, null, null, null, null
California, 2015, Oakland city, 419278.0, 7515.86, 55.79, 78.0, 22.22, 203827.0, 215451.0, 154160.0, 104481.0, 3540.0, 64168.0, 1756.0, 65259.0, 25914.0, 161104.0, 90804.0, 57835.0, 32969.0, 10304.0, 22665.0, 70300.0, 34275.0, 36025.0, 98369.0, 34287.0, 28403.0, 16378.0, 9659.0, 5797.0, 2425.0, 1420.0, 298374.0, 61024.0, 46425.0, 71482.0, 66787.0, 34593.0, 11071.0, 6992.0, 342395.0, 234016.0, 0.0, 234016.0, 217581.0, 16435.0, 108379.0, 234016.0, 217581.0, 1571.0, 13355.0, 14612.0, 4923.0, 16311.0, 10660.0, 7582.0, 11712.0, 38559.0, 49099.0, 25824.0, 14804.0, 8569.0, 87107.0, 0.51, 210931.0, 131756.0, 109904.0, 21852.0, 48047.0, 956.0, 6180.0, 7252.0, 3208.0, 13532.0
California, 2015, Oceanside city, 175714.0, 4261.29, 41.23, 42.17, 0.94, 87482.0, 88232.0, 130609.0, 9381.0, 1108.0, 14946.0, 1658.0, 7783.0, 10229.0, 64200.0, 41893.0, 31277.0, 10616.0, 4229.0, 6387.0, 22307.0, 11441.0, 10866.0, 27476.0, 7895.0, 7805.0, 4543.0, 3640.0, 1909.0, 856.0, 828.0, 122453.0, 15971.0, 26287.0, 45412.0, 23297.0, 8202.0, 2222.0, 1062.0, 144195.0, 91138.0, 2291.0, 88847.0, 81977.0, 6870.0, 53057.0, 88847.0, 81977.0, 1854.0, 4665.0, 9778.0, 3787.0, 8656.0, 3127.0, 2156.0, 3116.0, 9074.0, 17268.0, 10468.0, 3883.0, 4145.0, 75993.0, 0.43, 82418.0, 72672.0, 65292.0, 7380.0, 2634.0, 145.0, 194.0, 427.0, 1883.0, 4463.0
California, 2015, Ontario city, 171200.0, 3428.08, 49.94, 50.01, 0.07, 85059.0, 86141.0, 66111.0, 11077.0, 1005.0, 11853.0, 191.0, 69645.0, 11318.0, 48463.0, 36962.0, 23882.0, 13080.0, 3811.0, 9269.0, 11501.0, 5583.0, 5918.0, 24546.0, 5660.0, 4074.0, 3544.0, 4637.0, 3356.0, 2282.0, 993.0, 102597.0, 28637.0, 28333.0, 29646.0, 11824.0, 3155.0, 683.0, 319.0, 126640.0, 87927.0, 0.0, 87927.0, 81307.0, 6620.0, 38713.0, 87927.0, 81307.0, 504.0, 6343.0, 11580.0, 3924.0, 10329.0, 7872.0, 973.0, 3237.0, 8188.0, 14860.0, 6377.0, 3817.0, 3303.0, 65950.0, 0.39, 79572.0, 71602.0, 61985.0, 9617.0, 3212.0, 177.0, 419.0, 1407.0, 816.0, 1939.0
California, 2015, Orange city, 140995.0, 5685.94, 24.8, 25.24, 0.44, 67337.0, 73658.0, 97023.0, 2415.0, 351.0, 19383.0, 127.0, 17805.0, 3891.0, 42686.0, 30608.0, 23907.0, 6701.0, 1820.0, 4881.0, 12078.0, 4984.0, 7094.0, 18486.0, 4097.0, 5257.0, 3233.0, 3178.0, 1370.0, 708.0, 643.0, 93760.0, 13512.0, 16921.0, 29548.0, 23296.0, 7129.0, 1622.0, 1732.0, 114952.0, 74434.0, 0.0, 74434.0, 69224.0, 5210.0, 40518.0, 74434.0, 69224.0, 173.0, 5513.0, 7733.0, 1685.0, 7378.0, 2434.0, 1746.0, 6620.0, 8605.0, 15551.0, 7419.0, 2905.0, 1462.0, 103640.0, 0.43, 68336.0, 59961.0, 55631.0, 4330.0, 839.0, 119.0, 458.0, 2017.0, 357.0, 4585.0
California, 2015, Oxnard city, 207252.0, 7706.21, 26.89, 39.21, 12.31, 101906.0, 105346.0, 159325.0, 5249.0, 4414.0, 15595.0, 1022.0, 15000.0, 6647.0, 50396.0, 40430.0, 25573.0, 14857.0, 4036.0, 10821.0, 9966.0, 4566.0, 5400.0, 24935.0, 3512.0, 4944.0, 3995.0, 4267.0, 3055.0, 2174.0, 2988.0, 124686.0, 42726.0, 26561.0, 34544.0, 14521.0, 4237.0, 938.0, 1159.0, 153468.0, 102568.0, 238.0, 102330.0, 94587.0, 7743.0, 50900.0, 102330.0, 94587.0, 13359.0, 5769.0, 12216.0, 2762.0, 9922.0, 3635.0, 1508.0, 4707.0, 7473.0, 16382.0, 8788.0, 5182.0, 2884.0, 75137.0, 0.4, 91800.0, 85646.0, 70135.0, 15511.0, 713.0, 172.0, 321.0, 1599.0, 284.0, 3065.0
California, 2015, Palmdale city, 158350.0, 1494.41, 105.96, 106.22, 0.25, 76361.0, 81989.0, 68892.0, 23906.0, 1670.0, 9034.0, 598.0, 46899.0, 7351.0, 44629.0, 35496.0, 23664.0, 11832.0, 2877.0, 8955.0, 9133.0, 3701.0, 5432.0, 15365.0, 3626.0, 2885.0, 2686.0, 2980.0, 1505.0, 735.0, 948.0, 95674.0, 22524.0, 26512.0, 33908.0, 9178.0, 2213.0, 884.0, 455.0, 116380.0, 67556.0, 56.0, 67500.0, 59441.0, 8059.0, 48824.0, 67500.0, 59441.0, 904.0, 4883.0, 6674.0, 1532.0, 7861.0, 2658.0, 1477.0, 2365.0, 4835.0, 14069.0, 5990.0, 3481.0, 2712.0, 65571.0, 0.44, 57879.0, 53178.0, 44373.0, 8805.0, 1455.0, 51.0, 77.0, 1008.0, 303.0, 1807.0
California, 2015, Palo Alto city, 66848.0, 2798.9, 23.88, 25.79, 1.9, 31451.0, 35397.0, 40346.0, 818.0, 36.0, 21074.0, 0.0, 1008.0, 3566.0, 26030.0, 17294.0, 14086.0, 3208.0, 859.0, 2349.0, 8736.0, 3085.0, 5651.0, 11974.0, 4354.0, 3045.0, 2517.0, 1380.0, 600.0, 78.0, 0.0, 46870.0, 1668.0, 1479.0, 6276.0, 13172.0, 14491.0, 3884.0, 5900.0, 53183.0, 32315.0, 0.0, 32315.0, 31462.0, 853.0, 20868.0, 32315.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 206627.0, 0.52, null, null, null, null, null, null, null, null, null, null
California, 2015, Pasadena city, 142246.0, 6192.62, 22.97, 23.13, 0.16, 67712.0, 74534.0, 72764.0, 14121.0, 395.0, 21205.0, 148.0, 28792.0, 4821.0, 52636.0, 31493.0, 22397.0, 9096.0, 3048.0, 6048.0, 21143.0, 9256.0, 11887.0, 29773.0, 10421.0, 9661.0, 3976.0, 2536.0, 2183.0, 656.0, 340.0, 102463.0, 13541.0, 13869.0, 24305.0, 26939.0, 13719.0, 4904.0, 5186.0, 116332.0, 79424.0, 0.0, 79424.0, 74751.0, 4673.0, 36908.0, 79424.0, 74751.0, 41.0, 3676.0, 3855.0, 1071.0, 6418.0, 2745.0, 3090.0, 5248.0, 13033.0, 20615.0, 8203.0, 4439.0, 2317.0, 112675.0, 0.51, 73977.0, 56074.0, 51330.0, 4744.0, 6394.0, 180.0, 1593.0, 3640.0, 1461.0, 4635.0
California, 2015, Perris city, 74959.0, 2387.76, 31.39, 31.5, 0.11, 41623.0, 33336.0, 22487.0, 8390.0, 406.0, 2799.0, 0.0, 39371.0, 1506.0, 15614.0, 13715.0, 8766.0, 4949.0, 1549.0, 3400.0, 1899.0, 1062.0, 837.0, 6306.0, 958.0, 120.0, 722.0, 1245.0, 1708.0, 294.0, 1259.0, 39425.0, 14704.0, 10989.0, 11014.0, 2199.0, 519.0, 0.0, 0.0, 51821.0, 32939.0, 0.0, 32939.0, 29505.0, 3434.0, 18882.0, 32939.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 64387.0, 0.37, null, null, null, null, null, null, null, null, null, null
California, 2015, Pittsburg city, 69427.0, 4032.18, 17.22, 19.15, 1.94, 33309.0, 36118.0, 20444.0, 13169.0, 386.0, 11579.0, 694.0, 16847.0, 6308.0, 21934.0, 16101.0, 10009.0, 6092.0, 1778.0, 4314.0, 5833.0, 2406.0, 3427.0, 10192.0, 2078.0, 2883.0, 2274.0, 620.0, 1446.0, 384.0, 507.0, 44654.0, 9305.0, 10643.0, 15782.0, 6220.0, 2268.0, 436.0, 0.0, 54123.0, 35417.0, 125.0, 35292.0, 31709.0, 3583.0, 18706.0, 35292.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 77557.0, 0.45, 30958.0, 26261.0, 20821.0, 5440.0, 3144.0, 0.0, 0.0, 519.0, 97.0, 937.0
California, 2015, Pleasanton city, 79519.0, 3297.8, 24.11, 24.27, 0.15, 36662.0, 42857.0, 46094.0, 1347.0, 232.0, 24950.0, 890.0, 1815.0, 4191.0, 27610.0, 21512.0, 18481.0, 3031.0, 745.0, 2286.0, 6098.0, 2182.0, 3916.0, 8570.0, 2063.0, 2442.0, 1056.0, 2468.0, 377.0, 0.0, 164.0, 53012.0, 2995.0, 5852.0, 11348.0, 18233.0, 10328.0, 1873.0, 2383.0, 60985.0, 40277.0, 0.0, 40277.0, 38741.0, 1536.0, 20708.0, 40277.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 157526.0, 0.41, 37646.0, 29840.0, 25930.0, 3910.0, 3546.0, 147.0, 452.0, 1115.0, 192.0, 2354.0
California, 2015, Pomona city, 153252.0, 6677.2, 22.95, 22.96, 0.01, 74945.0, 78307.0, 88854.0, 9971.0, 1532.0, 14478.0, 365.0, 29902.0, 8150.0, 40843.0, 31319.0, 19201.0, 12118.0, 3462.0, 8656.0, 9524.0, 4504.0, 5020.0, 19680.0, 3625.0, 4277.0, 3823.0, 3785.0, 1845.0, 1188.0, 1137.0, 94234.0, 29579.0, 21525.0, 24590.0, 13061.0, 4439.0, 778.0, 262.0, 118860.0, 73519.0, 36.0, 73483.0, 66552.0, 6931.0, 45341.0, 73483.0, 66552.0, 872.0, 4647.0, 8427.0, 2942.0, 7314.0, 4037.0, 1129.0, 3183.0, 6791.0, 13300.0, 7510.0, 3712.0, 2688.0, 64411.0, 0.42, 65227.0, 57190.0, 50646.0, 6544.0, 2423.0, 270.0, 679.0, 870.0, 921.0, 2874.0
California, 2015, Rancho Cordova city, 71026.0, 2119.76, 33.51, 33.87, 0.37, 34844.0, 36182.0, 42851.0, 6063.0, 773.0, 10663.0, 961.0, 3480.0, 6235.0, 24656.0, 17164.0, 11370.0, 5794.0, 1402.0, 4392.0, 7492.0, 3779.0, 3713.0, 11684.0, 3276.0, 3284.0, 2265.0, 1693.0, 796.0, 252.0, 118.0, 47979.0, 4724.0, 11431.0, 18879.0, 9883.0, 2457.0, 308.0, 297.0, 55001.0, 38472.0, 98.0, 38374.0, 34257.0, 4117.0, 16529.0, 38374.0, 34257.0, 102.0, 2344.0, 2356.0, 1629.0, 4015.0, 1395.0, 621.0, 2793.0, 5005.0, 6095.0, 3599.0, 1349.0, 2954.0, 69547.0, 0.41, 33320.0, 29415.0, 25862.0, 3553.0, 1129.0, 276.0, 243.0, 671.0, 236.0, 1350.0
California, 2015, Rancho Cucamonga city, 175232.0, 4397.23, 39.85, 39.87, 0.02, 88127.0, 87105.0, 105040.0, 21610.0, 1060.0, 21614.0, 2321.0, 15423.0, 8164.0, 54106.0, 41741.0, 29593.0, 12148.0, 4416.0, 7732.0, 12365.0, 5597.0, 6768.0, 23115.0, 5201.0, 5823.0, 3658.0, 4806.0, 2596.0, 714.0, 317.0, 110449.0, 8085.0, 23896.0, 43777.0, 21542.0, 10150.0, 1890.0, 1109.0, 135990.0, 90503.0, 146.0, 90357.0, 84289.0, 6068.0, 45487.0, 90357.0, 84289.0, 367.0, 4031.0, 7722.0, 2840.0, 8998.0, 6587.0, 1844.0, 5785.0, 8270.0, 22161.0, 6939.0, 3123.0, 5622.0, 92223.0, 0.4, 81803.0, 75765.0, 68278.0, 7487.0, 1550.0, 184.0, 141.0, 48.0, 623.0, 3492.0
California, 2015, Redding city, 91579.0, 1535.35, 59.65, 61.17, 1.53, 42530.0, 49049.0, 77152.0, 1536.0, 2691.0, 4608.0, 0.0, 1445.0, 4147.0, 36937.0, 22351.0, 15278.0, 7073.0, 2475.0, 4598.0, 14586.0, 5967.0, 8619.0, 17664.0, 6067.0, 5007.0, 3026.0, 2211.0, 685.0, 519.0, 149.0, 62932.0, 4663.0, 13397.0, 27202.0, 11705.0, 3676.0, 1723.0, 566.0, 74844.0, 42153.0, 0.0, 42153.0, 39968.0, 2185.0, 32691.0, 42153.0, 39968.0, 627.0, 2555.0, 1495.0, 707.0, 5469.0, 1227.0, 1500.0, 2388.0, 2786.0, 11150.0, 3944.0, 3376.0, 2744.0, 61418.0, 0.46, null, null, null, null, null, null, null, null, null, null
California, 2015, Redlands city, 71028.0, 1966.14, 36.13, 36.43, 0.3, 33993.0, 37035.0, 51625.0, 5686.0, 480.0, 5231.0, 294.0, 3718.0, 3994.0, 24203.0, 16856.0, 11624.0, 5232.0, 1226.0, 4006.0, 7347.0, 3265.0, 4082.0, 10354.0, 2649.0, 2868.0, 2220.0, 2066.0, 378.0, 51.0, 122.0, 46634.0, 4838.0, 9046.0, 15367.0, 9509.0, 5154.0, 1233.0, 1487.0, 56380.0, 32829.0, 0.0, 32829.0, 30340.0, 2489.0, 23551.0, 32829.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 96780.0, 0.5, null, null, null, null, null, null, null, null, null, null
California, 2015, Redondo Beach city, 68185.0, 11000.54, 6.2, 6.21, 0.01, 34855.0, 33330.0, 48727.0, 1327.0, 444.0, 8846.0, 112.0, 3195.0, 5534.0, 29119.0, 17257.0, 13681.0, 3576.0, 993.0, 2583.0, 11862.0, 7392.0, 4470.0, 14647.0, 5265.0, 5532.0, 2023.0, 1229.0, 372.0, 148.0, 78.0, 52565.0, 1745.0, 5348.0, 13730.0, 19568.0, 9382.0, 2124.0, 668.0, 56565.0, 42127.0, 0.0, 42127.0, 39796.0, 2331.0, 14438.0, 42127.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 128058.0, 0.4, null, null, null, null, null, null, null, null, null, null
California, 2015, Redwood City city, 85300.0, 4392.45, 19.42, 34.62, 15.2, 42676.0, 42624.0, 48497.0, 1507.0, 170.0, 12627.0, 1101.0, 18150.0, 3248.0, 31716.0, 20738.0, 15947.0, 4791.0, 1890.0, 2901.0, 10978.0, 4861.0, 6117.0, 14702.0, 4426.0, 4585.0, 2287.0, 1619.0, 690.0, 909.0, 186.0, 60009.0, 9513.0, 9747.0, 12903.0, 14677.0, 7425.0, 2916.0, 2828.0, 68194.0, 45997.0, 0.0, 45997.0, 44168.0, 1829.0, 22197.0, 45997.0, 44168.0, 364.0, 2933.0, 4324.0, 1332.0, 4824.0, 1623.0, 2028.0, 2011.0, 9068.0, 8345.0, 3511.0, 2392.0, 1413.0, 137402.0, 0.48, 43400.0, 35970.0, 32452.0, 3518.0, 2497.0, 41.0, 876.0, 1418.0, 368.0, 2230.0
California, 2015, Rialto city, 103137.0, 4614.4, 22.35, 22.37, 0.01, 49902.0, 53235.0, 73103.0, 10423.0, 693.0, 3291.0, 0.0, 13045.0, 2582.0, 26750.0, 22301.0, 15502.0, 6799.0, 2021.0, 4778.0, 4449.0, 1782.0, 2667.0, 10349.0, 2145.0, 1389.0, 1813.0, 2374.0, 1157.0, 792.0, 679.0, 63642.0, 21622.0, 19712.0, 16335.0, 4604.0, 1099.0, 218.0, 52.0, 79659.0, 49895.0, 0.0, 49895.0, 43778.0, 6117.0, 29764.0, 49895.0, 43778.0, 374.0, 3153.0, 4129.0, 1643.0, 6931.0, 5532.0, 720.0, 1174.0, 3813.0, 7688.0, 3882.0, 2760.0, 1979.0, 61452.0, 0.38, 41783.0, 39396.0, 34582.0, 4814.0, 958.0, 43.0, 61.0, 368.0, 213.0, 744.0
California, 2015, Richmond city, 109715.0, 3648.92, 30.07, 52.48, 22.41, 52615.0, 57100.0, 32339.0, 24231.0, 236.0, 18218.0, 257.0, 28381.0, 6053.0, 37778.0, 24671.0, 14435.0, 10236.0, 2174.0, 8062.0, 13107.0, 6472.0, 6635.0, 20460.0, 6069.0, 5065.0, 2740.0, 3728.0, 1937.0, 481.0, 440.0, 75709.0, 14872.0, 17650.0, 23536.0, 12616.0, 4867.0, 1240.0, 928.0, 87943.0, 57309.0, 95.0, 57214.0, 52715.0, 4499.0, 30634.0, 57214.0, 52715.0, 553.0, 5917.0, 2644.0, 1573.0, 5638.0, 4389.0, 1130.0, 2448.0, 6590.0, 10430.0, 5709.0, 4080.0, 1614.0, 77995.0, 0.46, 51476.0, 40130.0, 30240.0, 9890.0, 7701.0, 166.0, 377.0, 1265.0, 429.0, 1408.0
